word,translation,part_of_speech,pronunciation,ex_1_jp,ex_1_en,ex_2_jp,ex_2_en,ex_3_jp,ex_3_en,meaning_story,reading_story,pitch_accent,tag
合計,total,NOUN AND SURU VERB,ごうけい,何度も足し算をしたんですが、その度に合計が違ったんですよね。私、馬鹿なんでしょうか？,I added the numbers over and over again and got a different total each time. Am I stupid?,,,,,When you join all your measurements together you have yourself a total.,"You know the ごう reading of 合 from other vocabulary, hopefully! If so, you should be able to read this word.",ゴーケイ,level15 vocab
信号,traffic light,NOUN AND SURU VERB,しんごう,いいか、よく聞けよ。六つ目の信号で左折した後、八つ目の角まで歩いて右折したら、そこで会った人に向かってお尻を振るんだ。それが秘密のサインだからな。そしたら、奴はお前を俺たちのアジトまで連れて行ってくれるさ。,"Listen carefully. Turn left at the sixth traffic light, walk another eight blocks, turn right and shake your butt toward someone you will meet there. That’s the secret sign, okay? Then, he will take you to our hideout.",,,,,"If you believe in the numbers, there will be no traffic because the traffic light will be functioning properly. Traffic lights are based all off of traffic data and numbers. You just have to believe and hope it all works out in terms of these traffic lights.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",シンコ°ー,level15 vocab
信用,trust,NOUN AND SURU VERB,しんよう,私は、掃除や料理、マッサージや寝る前の歌なんかで、妻から信用点をつけられていると思っていたが、なんと逆に離婚されてしまったよ。,"I thought I would score some credit with my wife if I cleaned the house, made dinner, gave her a massage, and sung her to sleep, but instead she divorced me.",,,,,"Your task is to believe. In order to do that, you have to have plenty of trust in what you believe in... not to mention confidence.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",シンヨー,level15 vocab
変死,unnatural death,NOUN AND SURU VERB,へんし,コウイチが謎の変死を遂げたというニュースは、全国民を震撼させた。,The news that Koichi met a mysterious and unnatural death shocked the nation.,,,,,"A strange death is one that doesn't seem right. It's an unnatural death, and probably an accidental death (ie wasn't caused by natural causes).","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",ヘンシ,level15 vocab
時計,watch,NOUN,とけい,ねぇ、あなたの時計に唾が着いてない？,"Hey, Isn’t that spit on your watch?",,,,,A thing that gives you time measurements is a watch or clock. Most people have these in their phones instead of their wrists now.,"The reading for this is pretty weird. 計 is all nice and normal, but 時 is と for some reason. It probably is coming from the vocab word 時 (とき), is my guess. But even if it is, it's shortened, making it a step more complicated. Maybe it's just better to imagine that your watch is a walky talky (とけい) and run with that?",トケイ,level15 vocab
単語,word,NOUN AND NO ADJECTIVE,たんご,日本語の単語ゲーム作ったんだけど、やってみない？,I created a Japanese word game. Do you want to try?,,,,,"The simple bits of language are the individual words. If you think about it, this is true. First of all, there are a ton of them. Second, they're tiny. They're just little bits of language and the ""word"" for these little bits is word.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",タンコ°,level15 vocab
昨日,yesterday,NOUN,"きのう, さくじつ",昨日は、大学の課題で、沢山の叙事詩を読まなくてはいけませんでした。,We had to read many epic poems yesterday for a university assignment.,,,,,The yesterday day is yesterday. What a blast from the past!,"Oof. The reading for this word makes no sense. You'll have to forget everything you've learned about the readings of the kanji and just go straight up mnemonic for the word on its own. Okay. Think about what you did yesterday, all day. You played keno (きのう), gambling away your grandmother's money. Yesterday was the worst day ever because you lost everything playing Keno. Today is different, not like yesterday, right?",キノꜜー *** キノー *** サクꜜジツ,level15 vocab
留守,absence,NOUN AND SURU VERB,るす,私の夫は出張で留守がちです。彼が留守にしてる間、とても寂しいので、一日少なくとも五回は彼に電話をします。,My husband is always away from home because of his business trips. I get very lonely so I call him at least 5 times a day.,,,,,"You have gotten a mission. You must go out and detain a dangerous criminal to protect your country. While you go do that, you will be away from home and have an absence from society.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",ルꜜス,level16 vocab
料理人,a cook,NOUN,りょうりにん,その料理人は、冷凍庫のドアから栓抜きを剥ぎ取った。,The chef grabbed the bottle opener hanging from the freezer door.,,,,,"You've seen 料理 and probably know it means ""cooking."" So, what is a person who does cooking? That is a cook or chef.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",リョーリニン *** リョーリꜜニン,level16 vocab
入門,admission,"NOUN, SURU VERB, AND NO ADJECTIVE",にゅうもん,日本語に馴染みのない私にとっても、テキストフグは絶好の入門書だと思う？買った方がいいかな？,Do you think that Textfugu is the best introduction to Japanese even for someone like me who’s unfamiliar with it? Should I purchase it?,,,,,If you are able to enter the gate then you have gained admission and entrance to the facility.,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",ニューモン,level16 vocab
冒険,adventure,NOUN AND SURU VERB,ぼうけん,私たちはナイル川を遡るっている冒険旅行をしたんだけど、彼氏が西ナイル熱にかかっちゃってさあ。未だに病院で入院してるんだよね。,"We went on an adventure trip up the Nile River, but my boyfriend caught West Nile virus and he is still in the hospital.",,,,,"You dare to do something risky. It's adventure time! Imagine yourself daring yourself to do risky things. Is this an adventure? If not, make it so!","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",ボーケン,level16 vocab
技術,art,NOUN,ぎじゅつ,私は技術的に優れたボクサーと結婚した。,I married a technically brilliant boxer.,,,,,"You've seen 技 as a vocab word meaning ""technique."" This is sort of using that meaning. So, a technique of art is still art, but it's also your craft, your technique.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",ギꜜジュツ,level16 vocab
品,article,NOUN,"ひん, しな",コウイチさんから開業祝いの品が届いたので、机の上に置いておいたよ。ちなみにメッセージカードには、「あまりにも早く独立開業を成し遂げたあなたのパワーに圧倒されています」って書いあるよ。,A congratulatory gift for the new business’s opening arrived from Mr. Koichi and I put it on your desk. On the card he wrote that you overwhelmed him with your power and how fast you were able to open your business.,,,,,"This is the same as the kanji, at least in regards to the article or goods meaning, which means you can use this word to mean article or goods.",The reading is the same as what you learned with the kanji.,シナ *** ヒン,level16 vocab
芸術家,artist,NOUN,げいじゅつか,再来月のマラソン大会、芸術家達と一緒に参加するってのはどう？,How about running a marathon with a bunch of artists the month after next?,,,,,"You know that 芸術 is art so you'd think that 芸術家 would be something like ""art house."" Well, it's not. Think of it this way: Who is the person who works for ""House Art""? It's the artist.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",ゲイジュツカ,level16 vocab
自動的,automatic,NA ADJECTIVE,じどうてき,もし誰かがあなたの家に侵入したら、この機械が自動的に警備会社に通報します。,If someone breaks into your house this machine will automatically send a message to the security company.,,,,,"An automatical (自動 + 的) thing of course isn't ""automatical."" A better way to say it is to cut off the -al and call it automatic.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well. It will help to know the reading of 自動 as well.",,level16 vocab
自動車,automobile,NOUN,じどうしゃ,自動車の運転免許を失くしてしまいました。,I lost my driver’s license.,,,,,You know that 自動 is automatic. So what is an automatic car? That is an automobile.,"The reading comes from 自動 and the kanji 車's readings, combined.",ジドꜜーシャ *** ジドーシャ,level16 vocab
作品,a work,NOUN,さくひん,久々にいい作品に出会ったわ。進撃の巨人は、私の好きなアニメの歴代三位に入るんじゃないかってくらい良かったよ。マジでお薦めするわ。,It’s been a while since I came across a work I like. Attack on Titan is so good that it might be one of my top three anime. I really recommend it.,,,,,A product you make is a fine work. It is a work you made. It is of your production.,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",サクヒン,level16 vocab
弁当,bento,NOUN,べんとう,明日あなたにお弁当作ってあげようと思うんだけど、何か苦手なものとかあるの？,"I think I’ll make a bento box for you tomorrow, is there anything you’d prefer not to have?",,,,,"You know how 弁 means dialect and 当 means success? Well, this isn't going to help you much, because this means bento or box lunch. Chances are, though, you know the word ""bento"" from English. So, if you read this word (which you should be able to) you can figure out it's べんとう. If you do that, you can realize this word means bento too!","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",ベントꜜー,level16 vocab
箱,box,NOUN,はこ,トフグのオフィスに届いた箱の中には、辞書と死んだフグが詰まっていた。,The box that arrived at the Tofugu office was crammed with dictionaries and dead puffer fish.,,,,,The kanji and the word are exactly the same. That means they share meanings as well.,The reading is the same as the one you learned with the kanji.,ハコ,level16 vocab
新品,brand new,NOUN AND NO ADJECTIVE,しんぴん,「新しいパソコンを買ったんだって？」「うーん。新品ではないんだけどね。ビエトのお下がりだよ。」,"""I heard you bought a new computer."" ""Well, it’s not brand new. It’s a hand-me-down from Viet.""",,,,,A new product is something that's brand new or a new item. I like looking around the store for the brand new stuff because it's interesting!,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well. Notice though that ひん changes to ぴん. This is because you're buying some brand new pins?",シンピン,level16 vocab
仏典,buddhist scriptures,NOUN,ぶってん,仏典がどのようにしてサンスクリット語から漢語に訳されたのかご存じですか？,Do you know how the Buddhist scriptures were translated from Sanskrit to Chinese?,,,,,The Buddha rules are the rules Buddha made for Buddhists. These can be found in the Buddhist Scriptures and Buddhist Writings.,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well. Note that ぶつ gets shortened to ぶっ.",ブッテン,level16 vocab
字典,character dictionary,NOUN,じてん,この書道字典は古本屋で買ったんです。,I bought this calligraphy dictionary at a second hand bookstore.,,,,,"The rules for letters can be found in a character dictionary. In Japanese, one ""letter"" or ""character"" can have a lot of information (we're talking kanji here). That means you need dictionaries for these individual letters as well! That's what this is.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",ジテン,level16 vocab
古典的,classical,NA ADJECTIVE,こてんてき,あの日本の古典的なスタイルの画家は、私が知っている人の中で、一番好みがうるさいです。どうしてそんなに色々気にするのか理解不能です。,That classical style Japanese painter is the pickiest person I know. I can’t understand why she cares so much.,,,,,"When something is ""old rules-like,"" it is not very modern. It is in the past. It is classical.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",コテンテキ,level16 vocab
全治,complete recovery,NOUN AND SURU VERB,"ぜんじ, ぜんち",ビエトが全治六カ月の重傷を負った時、コウイチは特殊治癒能力を使ってビエトの傷を治した。,"When Viet suffered severe cuts that would have normally taken 6 months to heal completely, Koichi healed them with his special healing powers.",,,,,All cured! That means you've made a complete recovery! You're healed!,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",ゼꜜンチ,level16 vocab
関心,concern,NOUN,かんしん,当社トフグ、ならびに当社製品に関心をお寄せいただき、有難うございます。,"Thank you for your interest in our company, Tofugu, and in our products.",,,,,The things related to your heart are the things that concern and interest you the most.,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",カンシン,level16 vocab
関係,connection,"NOUN, SURU VERB, AND NO ADJECTIVE",かんけい,「彼は前に結婚していて、子供も3人もいるのよ。」「知ってるわよ。でも、それとこれとは関係ないでしょ。」,"""He’s been married before and has three kids."" ""I know, but that has nothing to do with it.""",,,,,"A connection related to another connection obviously has some kind of connection, at least between all those meanings.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",カンケイ,level16 vocab
保守的,conservative,NA ADJECTIVE,ほしゅてき,コウイチはビエトに、年をとるにつれて保守的になる人が多いけど、俺はそうはなりたくない、と言った。,"Koichi told Viet that people tend to become more conservative as they get older, but he doesn’t want to be like that.",,,,,"Who are all like ""I want to preserve and protect what I have, get out of my business, government!""? That's why people who want to preserve and protect are conservative.","The reading doesn't match up for this word's 守. The reading is しゅ, but you can remember that because the conservatives want to protect and preserve their hoes (ほ) and their shoes (しゅ) from the government. For some reason those get taxed a lot.",ホシュテキ,level16 vocab
下品,crude,NOUN AND NA ADJECTIVE,げひん,あなたの下品なメールは会社に戻ってからじっくり読ませてもらいます。,I’ll carefully read your crude email for you when I get back to the office.,,,,,Things that are below normal products are the cheap knockoffs and bad quality items. These items are incredibly crude in their manufacturing and design. So much vulgarity!,You haven't seen this reading for 下 yet (sorry there's so many for this kanji!). Those items are so crude that you can't even tell what they're supposed to be. Honestly they all just look like statues of lumpy geckos (げ). That says it's a lamp but it looks more like a gecko looking at the sky. That chair? Definitely a bunch of geckos having a pool party. Are you sure you didn't get this stuff from a weird gecko artist?,ゲヒꜜン,level16 vocab
危ない,dangerous,I ADJECTIVE,あぶない,危ない会社のこんなに危ない計画に巻き込まれることに、誰も反対しなかったなんて信じられないよ！,I can’t believe no one opposed getting involved in the risky plan of such a risky company.,,,,,"This is a single kanji with an い on the end, meaning you know it's probably an adjective. What's the adjective form of dangerous? It's dangerous.","Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn that reading with this kanji, so here's a mnemonic to help you: Someone is in danger! It's poor old abe (あぶ) Lincoln. You try to save him, yelling out 危ないよ！！！！, but he get shot in the back of the head anyways.",アブナイ *** アブナꜜイ,level16 vocab
曜日,day of the week,NOUN,ようび,肝心なのは、この日本語の課題を金曜日までに終わらせなければならないということだ。,The bottom line is that we have to finish this Japanese assignment by Friday.,,,,,"The weekday day is the day of the week, as in ""Monday"" or ""Tuesday."" You'll be learning those on level 18, but first you should learn 曜日 to get you prepared.","This word uses the on'yomi reading for 曜 and the kun'yomi reading for 日. You've learned both of these already, but be careful because ひ of 日 changes to び here.",ヨービ,level16 vocab
〜弁,dialect,SUFFIX,べん,関西弁で喋る女性はとても可愛いと思います。,I think women who speak with a Kansai accent are really cute.,,,,,"The kanji and the word are exactly the same. That means they share meanings as well. The 〜 is there to show this attaches onto things, like 東京弁, meaning ""Tokyo Dialect.""",The reading is the same as the one you learned with the kanji. Because it's normally attached to other words it uses the on'yomi reading like a jukugo word normally would.,ベꜜン,level16 vocab
辞書,dictionary,NOUN,じしょ,「愛」という字を辞書で引いて、意味の上に彼氏の名前を書いておいたの。そしたら、彼に見つかっちゃって、それで振られちゃったのさ。,"I looked up the word love in my dictionary and wrote my boyfriend’s name over top of the definition, but he dumped me when he saw it.",,,,,"Take all the words you use in writing, put them together and you have a dictionary!","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",ジꜜショ,level16 vocab
辞典,dictionary,NOUN,じてん,辞典の使い方が分かりません。,I don’t know how to use a dictionary.,,,,,"You need to know the word rules of the language you're learning, don't you? Then you need a good dictionary that can explain its lexicon!",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ジテン,level16 vocab
事典,encyclopedia,NOUN,じてん,本としてはちょっと大きすぎたので、私は百科事典を枕として使っていました。,I used my encyclopedia as a pillow because it was too big to be a book.,,,,,"Something filled with the rules of various actions is something that contains a ton of knowledge. It contains all things and actions, right? What kind of ""thing"" is filled with all this information (that existed during the creation of words and kanji?)? One thing would be an encyclopedia.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",ジテン,level16 vocab
証,evidence,NOUN,あかし,君のことをぶったのは、愛の証だよ。だって、もし愛していなかったら、君の浮気なんて気にしないんだから。,"Slapping your face was proof of my love. If I didn’t love you, I wouldn’t have cared about you cheating on me.",,,,,The kanji and the word are exactly the same. That means they share meanings as well.,"Since this word is made up of a single kanji, it should use the kun'yomi reading. When learning the kanji, you didn't learn that reading, so here's a mnemonic to help you with this word: Someone left some evidence behind at the crime scene. You pick it up, it's a kashi (あかし) bar. It has genetic evidence on it, because the criminal was eating it at the crime scene.",アカシ *** ショꜜー,level16 vocab
生存,existence,NOUN,せいぞん,FBIは、生存者を求めて、夜通しTofuguオフィスの中を捜索した。,The FBI searched all night for the survivor in the Tofugu office.,,,,,Suppose that life is in existence on this planet... What would that say about life and survival in such an unforgiving place?,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",セイゾン,level16 vocab
急行,express,"NOUN, SURU VERB, AND NO ADJECTIVE",きゅうこう,あーーーしまったーーーー。急行列車が行ってしまった。ってことは私の遅刻も確定だ。コウイチから受ける処罰がすんごく怖いんですけど。,"Oh, noooooo, the express train just left. That means I’ll be late. I’m really scared of being punished by Koichi.",,,,,"Things that hurry and go faster than the other things are express. This is often used with trains or subways, so look out for it if you're looking to get somewhere in a hurry. Also be careful in case it doesn't stop at your stop, because 急行 trains don't stop at every station (which is what makes them express!).","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",キューコー,level16 vocab
外面,exterior,NOUN,がいめん,彼の外面に騙されない方がいいですよ。私がインストラクターのことが嫌いだったのは、上司にはいい顔をして陰で後輩のことを小突き回していたからです。,"You shouldn’t be fooled by his outward appearance. I hated my instructor because he showed his superiors a nice face while he bullied subordinates, including me, behind their backs.",,,,,The outside face to something is the exterior of that thing.,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",ガイメン *** ガイメꜜン *** ソトズラ *** トꜜノモ,level16 vocab
顔面,face of a person,NOUN AND NO ADJECTIVE,がんめん,私はアスファルトに顔面を強打した。,I hit my face on the asphalt.,,,,,"The face of a face is a face, but more specifically the face of a person. Probably because the most face-like thing you can ever have is a human's face... at least in our eyes (by ""our"" I mean the human race's eyes, because I am totally with you guys on that one).","The reading for 顔 isn't the one you learned with the kanji. But, we're going to learn that reading right now. The worst thing that can happen to a face is if a face disappears. If it becomes totally gone (がん). A man that is walking up to you with no face, is a man with a gone face. Those men are men who are a part of the gone men (がんめん). Faces, totally gone!",ガンメン *** ガンメꜜン,level16 vocab
不合格,fail a test,NOUN,ふごうかく,あんなに簡単な試験が不合格だったなんて本当に恥ずかしいよ。穴があったら入りたいぐらいだ。,I’m so embarrassed I failed such an easy test. I wish I could sink through the floor.,,,,,"You know that 合格する is ""to pass a test,"" so what's the opposite of that? Fail a test or failure.","If you know the reading for 合格, all you have to do is add 不 to it! You've learned all these readings, yay!",フゴꜜーカク *** フコ°ꜜーカク,level16 vocab
遠い,far,I ADJECTIVE,とおい,東京は、ポートランドからどれくらい遠いの？歩くにはちょっと遠すぎますか？,How far is Tokyo from Portland? Is it too far for me to walk?,,,,,"This is a single kanji with an い on the end, meaning you know it's probably an adjective. What's the adjective form of far? It's also far (or it's far away).","The reading you learned with the kanji can be used here. Be careful, it's that tricky とお thing!",トーイ,level16 vocab
遠く,far away,NOUN AND NO ADJECTIVE,とおく,遠くの方で銃声が響いた。,A gunshot went off in a far off direction.,,,,,"This is the noun/no-adjective version of the kanji far, so it means far away or distant.","Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You learned this reading already so you should be able to read it!",トークꜜ *** トーク,level16 vocab
世辞,flattery,NOUN,せじ,「なんてこった！今夜の君はとてもきれいだね。まるで、お姫様みたいだよ。」「パパ、お世辞を言っても何も出ないわよ。」,"""Oh wow! You look so beautiful tonight. Like a princess!"" ""Flattery will get you nowhere, daddy.”",,,,,"When you quit your current generation to join an older one you need all the flattery you can get because you're starting to feel old. People probably still won't like you though, ya old fart.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",セジ,level16 vocab
折り目,fold,NOUN,おりめ,ズボンには折り目を付けてもらえますか？,Could you put a crease in my trousers?,,,,,A fold you can see with your eye is a fold or crease in something.,"The readings are both kun'yomi vocab readings. You should have seen 折る by now which should help you to read 折り. Then there's 目, which I'm guessing you won't have a problem with.",オリメꜜ *** オリメ,level16 vocab
前面,front,NOUN,ぜんめん,手紙や小包を送る時には、いつも前面にTofuguのステッカーを貼ります。,"Whenever we send a letter or a package, we put the Tofugu sticker on the front of it.",,,,,The front face of something is the front or the front side of it (kind of like how 外面 is the exterior because it's the outside face).,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",ゼンメン *** ゼンメꜜン,level16 vocab
基本的,fundamentals,NA ADJECTIVE,きほんてき,どのくらい頻繁に超基本的な間違いをしてびっくりしますか？,How often are you surprised by making basic mistakes?,,,,,The things that are basic (基本) like (的) are your basics and fundamentals. These are like the radicals you learn with your kanji. They're the fundamentals!,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well. Knowing how to read the word 基本 will be helpful too.",,level16 vocab
ゴミ箱,garbage can,NOUN,"ごみばこ, ゴミばこy",ゴミ箱のゴミを捨てる時のあなたってとってもセクシーだと思うのよね。だから、ちょっと私のためにゴミ箱のゴミを捨ててくれないかな？,"I think you are so sexy when you empty the garbage can, so could you empty the garbage for me please?",,,,,"ゴミ means ""garbage."" Add a box to it and you have a garbage box aka a garbage can or garbage bin.","The reading is just the on'yomi reading, the one you learned with the kanji. Be sure to pay attention to the rendaku though. はこ changes to ばこ.",,level16 vocab
園,garden,NOUN AND SUFFIX,"えん, その",私は植物園の近くに住んでいます。,I live near the botanical garden.,,,,,The kanji and the word are exactly the same. That means they share meanings as well.,"Lucky you, the word garden is read the same way as the kanji is read. Kind of a Garden of Eden for kanji and vocab, no?",ソꜜノ,level16 vocab
門,gate,NOUN,もん,門には鍵がかかっているんだ。,The gate is locked.,,,,,The kanji and the word are exactly the same. That means they share meanings as well.,"This has the same reading as the kanji you learned, meaning you know the reading!",カꜜド *** モꜜン,level16 vocab
幸運,good luck,NOUN AND NA ADJECTIVE,こううん,幸運になるおまじないよ。,I’ll get good luck with this good luck charm.,,,,,"When you carry happiness with you, you look at the good side of everything and end up having really good luck. Someone who carries happiness will be really lucky in life.",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,コーウン,level16 vocab
政府,government,NOUN,せいふ,私達の記事が政府から出版を禁止されているなんて信じられません。Tofuguには政府を批判する権利があります。,We can’t believe that the government has prohibited our articles from being published. Tofugu has the right to criticize the government.,,,,,Politics and government. They are needed to keep the government rolling.,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",セꜜイフ,level16 vocab
卒業式,graduation ceremony,NOUN,そつぎょうしき,卒業式の後の旅行超楽しみだよ〜！ゆっくり露天風呂に入って、山の幸をいっぱい食べ尽くそうね。ところで、念のため確認だけど、宿の予約してくれたんだよね？,"I’m so excited for the trip after our graduation ceremony! Let’s get in the hot spring to relax and eat a lot of local delicious food. By the way, just making sure but you made a reservation at the cottage, right?",,,,,You know that 卒業 is graduation so what about when you add ceremony to it? That makes it a graduation ceremony.,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well. It will help if you know how to read 卒業 already as a word, too.",ソツキ°ョꜜーシキ,level16 vocab
食料品,groceries,NOUN,しょくりょうひん,食料品売場はどこにありますか。,Could you tell me where the grocery section is?,,,,,"Products you're paying a fee to eat later are your groceries. Buy them now, eat them later, yum!",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ショクリョーヒン *** ショクリョꜜーヒン,level16 vocab
地面,ground,NOUN AND NO ADJECTIVE,じめん,コウイチはフグを優しく撫でてから、地面に降ろしてあげました。,Koichi gently stroked Fugu and placed him on the ground.,,,,,The ground/earth face is the surface that makes up the ground or the Earth's surface.,"The reading for 面 is what you'd expect. 地 on the other hand is じ, which is a bit different (though close sounding) to what you learned previously. Thank the Chinese and their ever changing language for this one. Think of Jesus laying on the ground, telling you how comfortable the ground is. You say ""Jesus, you have to get off the ground, you have a dinner to go to,"" but he doesn't want to leave.",ジꜜメン,level16 vocab
保証,guarantee,NOUN AND SURU VERB,ほしょう,恐らく灰色熊が近寄ってくるかと思いますが、とても安全なのでご安心ください。ご保証致します。,"The grizzly bears will probably approach you, but don’t worry. It’s very, very safe. We guarantee it.",,,,,"Evidence that something will be preserved is a form of guarantee, at least as long as the evidence is strong enough. Also, 保 also means guarantee, so use that to help you to remember this word.","Evidence that something will be preserved is a form of guarantee, at least as long as the evidence is strong enough. Also, 保 also means guarantee, so use that to help you to remember this word.",ホショー,level16 vocab
阪神,hanshin,PROPER NOUN,はんしん,うわぁ、阪神タイガースのファンたち、恵比寿橋からあの汚い川にダイブしたんだって？すげぇな、あいつらの頭大丈夫かよ！,"Oh my God! Hanshin Tigers fans dived off the Ebisu bridge down into the dirty river? Wow, they are nuts!",,,,,"The slopes of the gods! What could this be? Well, it's mainly just a company, known as Hanshin. They're everywhere, though, and even have a baseball team (the Hanshin Tigers), so it's good to know.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",,level16 vocab
幸福,happiness,NOUN AND NA ADJECTIVE,こうふく,彼女は幸運の星のもとに生まれたため、幸福すぎて毎日涙が止まらないんだよ。,She was born under a lucky star and she has so much happiness in her life that she can’t help but cry every day.,,,,,"With a little luck and happiness you can achieve happiness, though that goes without saying.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",コーフク,level16 vocab
幸せ,happiness,NOUN AND NA ADJECTIVE,しあわせ,「私はお金で幸せは買えると思います。何故なら、私は花火を見ていると幸せな気持ちになるからです。もし私が大金持ちだったら、毎日花火を楽しんでずっと幸せな気持ちでいられることができます。」彼女は幸せそうな口調でそう言った。,"""I think money can buy happiness because watching fireworks makes me happy. If I had a lot of money, I could enjoy fireworks every day and feel happy all the time."" she said happily.",,,,,This is the noun version of the kanji 幸. Kanji means happiness and the vocab word means happiness.,"Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn that reading with this kanji, so here's a mnemonic to help you: You're seeking true happiness. You're following the great guru, Charlie Shee-awasay (しあわせ, which you remember because it sounds like ""She Ow! Say..."" which is the chant you all do to try to become happy.",シアワセ,level16 vocab
記念日,holiday,NOUN,きねんび,記念日を忘れるなんて、最低よ！,Forgetting something like Memorial Day is the worst!,,,,,Some days are so special that you have to write down all your thoughts when they're done. These are special days like holidays and your anniversary.,"The reading is a combination of on'yomi for the first two and kun'yomi for the last one. That being said, all of the readings for all of the kanji are the readings you've learned already, so you should be able to read this word too. Just watch out because ひ is rendaku'd into び.",キネꜜンビ,level16 vocab
仏像,image of buddha,NOUN,ぶつぞう,誰かがうちのオフィスに毎月仏像を一体ずつ送ってくるんです。心当たりのある方は、どうか名乗り出て下さい。,"Someone sends a Buddhist statue to our office every month. If you are that person, please come forward and identify yourself.",,,,,You have Buddha's image. What is that? It's an image of Buddha.,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",ブツゾー,level16 vocab
不完全,incomplete,NOUN AND NA ADJECTIVE,ふかんぜん,勝ち試合が雨で中止になり、Tofuguソフトボールチームのシーズンが不完全に終わった。,The Tofugu softball team had an incomplete end to their season when the game they were winning was suspended due to rain.,,,,,"You know that 完全 means ""complete"" or ""perfect."" So, a not ""complete"" or ""perfect"" is something that is incomplete or imperfect.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well. It also will help if you can read 完全.",フカꜜンゼン,level16 vocab
不治,incurability,NOUN AND NO ADJECTIVE,"ふじ, ふち",コウイチは一度不治の病に倒れ、「俺たちは必ず、また会えるよ」とビエトに言い残し亡くなったのですが、言葉通り次の日にはオフィスに出勤し、以前と全く同じように業務をこなしました。,"When Koichi fell incurably ill and died, his last words to Viet were, ""We will meet again."" True to his words, he came back to the office the next day and did everything the same as he had before.",,,,,"When you can not cure something, this is a problem of incurability.","This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",フチꜜ *** フꜜチ *** フꜜジ,level16 vocab
